Accession_number,sampling_date,collected_by,total_num_reads,num_reads_aligned_PF,avg_coverage_X,genomic_coordinates_0X_nt,genomic_coordinates_<10X_nt,genomic_coordinates_0X_pct,genomic_coordinates_<10X_pct,avg_read_quality,avg_read_quality_PF,avg_read_length,avg_read_length_PF,k2_hits_SC2,k2_hits_human,k2_hits_28384,k2_pct_SC2,k2_pct_human,k2_pct_28384,QC_determination,QC_issues
SRR19528517,2022-05-10,FDA Center for Food Safety and Applied Nutrition,2652342,2156672,10746X,896,1204,2,4,37.3,37.4,149,149,1140339,1727,69,85.99,0.13,0.01,not_performed,None
SRR19528518,2022-05-11,FDA Center for Food Safety and Applied Nutrition,2831300,2529646,12604X,67,110,0,0,37.2,37.3,149,149,1292340,302,118,91.29,0.02,0.01,not_performed,None
SRR19528519,2022-05-03,FDA Center for Food Safety and Applied Nutrition,3209730,2775507,13829X,5385,7371,18,24,37.3,37.4,149,149,1439086,978,226,89.67,0.06,0.01,not_performed,None
SRR19528521,2022-05-11,FDA Center for Food Safety and Applied Nutrition,3603092,2962684,14762X,67,67,0,0,37.2,37.3,149,149,1519673,672,121,84.35,0.04,0.01,not_performed,None
SRR19528525,2022-05-10,FDA Center for Food Safety and Applied Nutrition,2588214,2236551,11144X,1254,2697,4,9,37.2,37.3,149,149,1169394,348,22,90.36,0.03,0.00,not_performed,None
SRR19528528,2022-05-10,FDA Center for Food Safety and Applied Nutrition,2750028,1992530,9928X,4094,5194,13,17,37.3,37.4,149,149,1061579,607,892,77.20,0.04,0.06,not_performed,None
SRR19532609,2022-01-21,Washington State Department of Agriculture,2155306,1429170,14338X,4783,5277,15,17,35.0,35.3,300,300,783877,16002,256349,72.74,1.48,23.79,not_performed,None
SRR19532610,2022-01-14,Washington State Department of Agriculture,2579056,2321701,23292X,2866,3795,9,12,35.2,35.4,300,300,1213593,4192,33756,94.11,0.33,2.62,not_performed,None
SRR19532611,2022-01-10,Washington State Department of Agriculture,2166996,1980140,19865X,998,1300,3,4,35.3,35.5,300,300,1038817,3114,15040,95.88,0.29,1.39,not_performed,None
SRR19532612,2022-01-07,Washington State Department of Agriculture,2125674,1843839,18498X,7366,9691,24,32,35.1,35.3,300,300,970264,2349,85300,91.29,0.22,8.03,not_performed,None
SRR19532613,2022-01-03,Washington State Department of Agriculture,2549116,2352386,23600X,217,304,0,1,35.3,35.5,300,300,1243525,1926,8710,97.57,0.15,0.68,not_performed,None
SRR19532614,2021-12-31,Washington State Department of Agriculture,2252894,2021014,20275X,40,59,0,0,35.2,35.5,300,300,1094776,745,26783,97.19,0.07,2.38,not_performed,None
SRR19532615,2022-01-31,Washington State Department of Agriculture,2223854,1931509,19377X,39,61,0,0,35.2,35.5,300,300,1035716,3623,44599,93.15,0.33,4.01,not_performed,None
SRR19532616,2022-01-28,Washington State Department of Agriculture,2634452,1662087,16674X,7047,11141,23,37,34.7,34.9,300,300,880563,34757,205870,66.85,2.64,15.63,not_performed,None
SRR19532617,2022-02-28,Washington State Department of Agriculture,2344652,1944556,19508X,7497,8265,25,27,35.1,35.4,300,300,1017944,9155,131398,86.83,0.78,11.21,not_performed,None
SRR19532618,2022-02-25,Washington State Department of Agriculture,2111456,1924174,19304X,572,673,1,2,35.0,35.3,300,300,1012495,4033,8684,95.90,0.38,0.82,not_performed,None
SRR19532619,2022-02-21,Washington State Department of Agriculture,1977572,1703692,17092X,2778,3354,9,11,35.2,35.4,300,300,899073,13180,22450,90.93,1.33,2.27,not_performed,None
SRR19532620,2022-02-18,Washington State Department of Agriculture,2178446,1973352,19797X,8121,9007,27,30,35.0,35.3,300,300,1034530,2998,38557,94.98,0.28,3.54,not_performed,None
SRR19532621,2022-01-24,Washington State Department of Agriculture,2346282,1917182,19234X,8397,10766,28,36,35.2,35.5,300,300,1048084,3105,84210,89.34,0.26,7.18,not_performed,None
SRR19532622,2022-01-24,Washington State Department of Agriculture,1714558,1252478,12565X,33,55,0,0,35.3,35.5,300,300,794357,4247,7875,92.66,0.50,0.92,not_performed,None
SRR19532623,2022-01-21,Washington State Department of Agriculture,2688616,1348736,13531X,1170,3434,3,11,34.9,35.1,300,300,734140,50298,51710,54.61,3.74,3.85,not_performed,None
SRR19537232,2022-04-20,FDA Center for Food Safety and Applied Nutrition,235609,3865,73X,1157,5399,3,18,17.6,17.6,568,568,3835,4172,0,1.63,1.77,0.00,not_performed,None
SRR19537233,2022-05-04,FDA Center for Food Safety and Applied Nutrition,144295,88984,1910X,416,1495,1,4,18.1,18.1,642,642,87529,2953,0,60.66,2.05,0.00,not_performed,None
SRR19537234,2022-04-20,FDA Center for Food Safety and Applied Nutrition,468495,7392,141X,655,2248,2,7,17.7,17.7,571,571,7320,8687,0,1.56,1.85,0.00,not_performed,None
SRR19537237,2022-04-20,FDA Center for Food Safety and Applied Nutrition,190438,28566,391X,386,4897,1,16,19.1,19.1,410,410,24749,4106,1,13.00,2.16,0.00,not_performed,None
SRR19537238,2022-05-04,FDA Center for Food Safety and Applied Nutrition,345533,263226,5862X,533,766,1,2,18.2,18.2,666,666,259334,5707,0,75.05,1.65,0.00,not_performed,None
SRR19537250,2022-04-20,FDA Center for Food Safety and Applied Nutrition,224116,31370,424X,883,7235,2,24,18.7,18.7,405,405,27249,4169,1,12.16,1.86,0.00,not_performed,None
SRR19537251,2022-04-20,FDA Center for Food Safety and Applied Nutrition,414554,59936,815X,318,2447,1,8,18.9,18.9,407,407,51998,8275,2,12.54,2.00,0.00,not_performed,None
SRR19537252,2022-04-20,FDA Center for Food Safety and Applied Nutrition,232886,3527,67X,655,5788,2,19,17.8,17.8,575,575,3485,4515,0,1.50,1.94,0.00,not_performed,None
SRR19537253,2022-05-04,FDA Center for Food Safety and Applied Nutrition,210801,149184,3252X,235,1276,0,4,18.4,18.4,652,652,146860,2208,0,69.67,1.05,0.00,not_performed,None
SRR19537255,2022-05-04,FDA Center for Food Safety and Applied Nutrition,657962,143587,3159X,25,422,0,1,18.0,18.0,658,658,141203,15348,0,21.46,2.33,0.00,not_performed,None
SRR19537257,2022-05-04,FDA Center for Food Safety and Applied Nutrition,256343,112609,2477X,22,93,0,0,17.8,17.8,658,658,110960,5464,0,43.29,2.13,0.00,not_performed,None
SRR19537262,2022-05-04,FDA Center for Food Safety and Applied Nutrition,441133,323509,7226X,400,479,1,1,18.1,18.1,668,668,318898,4256,0,72.29,0.96,0.00,not_performed,None
SRR19540031,2022-05-17,FDA Center for Food Safety and Applied Nutrition,3857690,3446667,17173X,2920,3452,9,11,38.1,38.1,149,149,1758400,870,26,91.16,0.05,0.00,not_performed,None
SRR19540032,2022-05-17,FDA Center for Food Safety and Applied Nutrition,3874484,3635595,18115X,1349,1717,4,5,37.9,38.0,149,149,1858053,307,65,95.91,0.02,0.00,not_performed,None
SRR19540044,2022-05-17,FDA Center for Food Safety and Applied Nutrition,4209798,3960265,19733X,505,628,1,2,38.0,38.1,149,149,2021458,222,157,96.04,0.01,0.01,not_performed,None
SRR19540048,2022-05-17,FDA Center for Food Safety and Applied Nutrition,4902350,4686524,23351X,1197,1344,4,4,38.0,38.1,149,149,2384614,344,9,97.28,0.01,0.00,not_performed,None
SRR19542869,2022-01-31,Washington State Department of Agriculture,3656110,3170273,31805X,10501,11764,35,39,35.4,35.6,300,300,1681116,4763,56626,91.96,0.26,3.10,not_performed,None
SRR19542870,2022-01-29,Washington State Department of Agriculture,3439674,2788955,27980X,12025,14215,40,47,35.2,35.5,300,300,1469262,8980,112525,85.43,0.52,6.54,not_performed,None
SRR19542871,2022-01-18,Washington State Department of Agriculture,4490836,3781012,37932X,10517,11418,35,38,35.0,35.2,300,300,2017754,34902,55226,89.86,1.55,2.46,not_performed,None
SRR19542872,2022-01-17,Washington State Department of Agriculture,4348156,3589096,36007X,20721,22191,69,74,34.3,34.7,300,300,1919827,47208,142234,88.31,2.17,6.54,not_performed,None
SRR19542873,2021-12-27,Washington State Department of Agriculture,1285054,571112,5729X,15729,16668,52,55,33.6,34.2,300,300,315865,9091,107390,49.16,1.41,16.71,not_performed,None
SRR19542874,2021-12-23,Washington State Department of Agriculture,1840364,546859,5486X,15914,16843,53,56,33.5,34.1,300,300,305274,9684,309347,33.18,1.05,33.62,not_performed,None
SRR19542875,2021-12-20,Washington State Department of Agriculture,2991770,57267,574X,27998,28109,93,94,33.9,34.5,300,300,33031,10445,74131,2.21,0.70,4.96,not_performed,None
SRR19542876,2021-12-17,Washington State Department of Agriculture,2537090,1538052,15430X,7331,8459,24,28,33.7,34.3,300,300,854254,3933,94963,67.34,0.31,7.49,not_performed,None
SRR19542877,2021-12-20,Washington State Department of Agriculture,13798968,1495466,15003X,27259,27984,91,93,32.8,33.4,300,300,849634,110594,3268062,12.31,1.60,47.37,not_performed,None
SRR19542878,2021-12-17,Washington State Department of Agriculture,2877020,1093373,10969X,20349,21211,68,70,33.4,34.0,300,300,991324,32705,192905,68.91,2.27,13.41,not_performed,None
SRR19573121,2022-05-05,Nevada State Public Health Laboratory,1049108,722578,1788X,20212,20768,67,69,35.0,35.4,74,74,403713,4321,0,76.96,0.82,0.00,not_performed,None
SRR19573122,2022-05-04,Nevada State Public Health Laboratory,1212536,626585,1550X,18848,19144,63,64,35.0,35.4,74,74,353109,430,0,58.24,0.07,0.00,not_performed,None
SRR19573123,2022-05-03,Nevada State Public Health Laboratory,1115788,739674,1830X,22864,23525,76,78,35.2,35.6,74,74,424690,579,0,76.12,0.10,0.00,not_performed,None
SRR19573124,2022-05-30,Nevada State Public Health Laboratory,1478514,1127894,2791X,16044,16989,53,56,35.1,35.5,74,74,625292,1827,0,84.58,0.25,0.00,not_performed,None
SRR19573125,2022-05-29,Nevada State Public Health Laboratory,1614584,1100046,2722X,21804,22766,72,76,35.2,35.5,74,74,614211,514,0,76.08,0.06,0.00,not_performed,None
SRR19573126,2022-04-30,Nevada State Public Health Laboratory,921082,715535,1770X,21302,22003,71,73,35.0,35.4,74,74,400346,2382,0,86.93,0.52,0.00,not_performed,None
SRR19573127,2022-05-06,Nevada State Public Health Laboratory,1418484,1005831,2489X,19542,19853,65,66,35.0,35.4,74,74,563650,7890,0,79.47,1.11,0.00,not_performed,None
SRR19573128,2022-05-02,Nevada State Public Health Laboratory,1465538,1168633,2891X,21611,21906,72,73,35.1,35.5,74,74,649109,1095,0,88.58,0.15,0.00,not_performed,None
SRR19573129,2022-05-23,Nevada State Public Health Laboratory,1096738,704192,1742X,20888,21314,69,71,35.0,35.4,74,74,392421,1209,0,71.56,0.22,0.00,not_performed,None
SRR19573130,2022-05-13,Nevada State Public Health Laboratory,1705860,1399178,3462X,22468,22665,75,75,35.2,35.5,74,74,774705,2175,0,90.83,0.26,0.00,not_performed,None
SRR19573131,2022-05-11,Nevada State Public Health Laboratory,1104226,618563,1530X,22237,22899,74,76,35.1,35.4,74,74,343736,3695,0,62.26,0.67,0.00,not_performed,None
SRR19573132,2022-05-10,Nevada State Public Health Laboratory,1309270,1103285,2730X,21409,21768,71,72,35.1,35.5,74,74,614612,2058,0,93.89,0.31,0.00,not_performed,None
SRR19573133,2022-05-09,Nevada State Public Health Laboratory,1704270,1416013,3504X,21014,21498,70,71,35.2,35.5,74,74,785402,1022,0,92.17,0.12,0.00,not_performed,None
SRR19573134,2022-05-05,Nevada State Public Health Laboratory,1229978,713038,1764X,22424,22611,74,75,35.1,35.5,74,74,404860,2891,0,65.83,0.47,0.00,not_performed,None
SRR19573135,2022-04-24,Nevada State Public Health Laboratory,943342,727892,1801X,22320,22779,74,76,35.1,35.4,74,74,401313,651,0,85.08,0.14,0.00,not_performed,None
SRR19573136,2022-04-23,Nevada State Public Health Laboratory,1176482,675721,1672X,18822,19633,62,65,34.9,35.3,74,74,379962,1986,0,64.59,0.34,0.00,not_performed,None
SRR19573137,2022-05-10,Nevada State Public Health Laboratory,1512684,1295975,3207X,19485,20086,65,67,35.1,35.5,74,74,724085,631,0,95.74,0.08,0.00,not_performed,None
SRR19573138,2022-05-09,Nevada State Public Health Laboratory,1100326,929754,2300X,21777,22747,72,76,35.0,35.4,74,74,524274,3042,0,95.29,0.55,0.00,not_performed,None
SRR19573139,2022-05-01,Nevada State Public Health Laboratory,1294092,996852,2466X,20190,20413,67,68,35.1,35.5,74,74,553766,1666,0,85.58,0.26,0.00,not_performed,None
SRR19573140,2022-05-08,Nevada State Public Health Laboratory,1178560,979526,2424X,19936,20775,66,69,35.2,35.5,74,74,548490,2769,0,93.08,0.47,0.00,not_performed,None
SRR19573141,2022-05-05,Nevada State Public Health Laboratory,1364682,906677,2243X,22916,24049,76,80,35.1,35.5,74,74,504324,1185,0,73.91,0.17,0.00,not_performed,None
SRR19573142,2022-05-04,Nevada State Public Health Laboratory,1148224,537014,1328X,21170,21801,70,72,35.1,35.5,74,74,297965,1326,0,51.90,0.23,0.00,not_performed,None
SRR19573143,2022-05-03,Nevada State Public Health Laboratory,1351932,1076034,2662X,19566,20589,65,68,34.9,35.3,74,74,608833,983,0,90.07,0.15,0.00,not_performed,None
SRR19573144,2022-05-02,Nevada State Public Health Laboratory,1575098,1166176,2885X,18944,19850,63,66,35.1,35.5,74,74,648734,7140,2,82.37,0.91,0.00,not_performed,None
SRR19573145,2022-04-27,Nevada State Public Health Laboratory,1060222,820854,2031X,21787,22729,72,76,35.1,35.5,74,74,456242,700,0,86.07,0.13,0.00,not_performed,None
SRR19573146,2022-04-26,Nevada State Public Health Laboratory,1383836,1110386,2747X,20810,21667,69,72,35.1,35.5,74,74,632180,1535,0,91.37,0.22,0.00,not_performed,None
SRR19573147,2022-05-16,Nevada State Public Health Laboratory,1371902,1069908,2647X,19652,20330,65,67,35.2,35.5,74,74,590935,2219,0,86.15,0.32,0.00,not_performed,None
SRR19573148,2022-05-13,Nevada State Public Health Laboratory,1659180,493141,1220X,21936,22649,73,75,35.1,35.5,74,74,273411,1460,0,32.96,0.18,0.00,not_performed,None
SRR19573149,2022-05-11,Nevada State Public Health Laboratory,1262032,885842,2192X,16012,16522,53,55,35.0,35.4,74,74,494489,1027,0,78.36,0.16,0.00,not_performed,None
SRR19573150,2022-04-30,Nevada State Public Health Laboratory,914752,571574,1414X,22135,22969,74,76,35.1,35.5,74,74,318724,1310,0,69.69,0.29,0.00,not_performed,None
SRR19573151,2022-05-09,Nevada State Public Health Laboratory,1154522,527707,1305X,21017,21828,70,72,34.9,35.3,74,74,299690,691,0,51.92,0.12,0.00,not_performed,None
SRR19573152,2022-05-04,Nevada State Public Health Laboratory,1087456,817468,2022X,17374,18234,58,60,34.7,35.2,74,74,468210,4774,0,86.11,0.88,0.00,not_performed,None
SRR19573153,2022-05-03,Nevada State Public Health Laboratory,1390982,1108872,2744X,19662,19939,65,66,34.9,35.3,74,74,623590,2676,0,89.66,0.38,0.00,not_performed,None
SRR19573154,2022-04-29,Nevada State Public Health Laboratory,1582732,1334081,3301X,18645,20594,62,68,35.2,35.5,74,74,740024,873,0,93.51,0.11,0.00,not_performed,None
SRR19573155,2022-04-27,Nevada State Public Health Laboratory,1016366,662647,1639X,21852,22221,73,74,35.0,35.4,74,74,376156,1352,0,74.02,0.27,0.00,not_performed,None
SRR19573156,2022-04-25,Nevada State Public Health Laboratory,1160218,863308,2136X,21040,22240,70,74,35.0,35.4,74,74,493112,882,0,85.00,0.15,0.00,not_performed,None
SRR19573157,2022-04-22,Nevada State Public Health Laboratory,973382,521072,1289X,24155,25222,80,84,35.0,35.5,74,74,292047,878,0,60.01,0.18,0.00,not_performed,None
SRR19573158,2022-05-28,Nevada State Public Health Laboratory,1015288,398576,986X,21942,22389,73,74,35.0,35.4,74,74,221762,2544,0,43.68,0.50,0.00,not_performed,None
SRR19573159,2022-05-27,Nevada State Public Health Laboratory,1043520,620136,1534X,18773,19681,62,65,34.7,35.2,74,74,353635,519,0,67.78,0.10,0.00,not_performed,None
SRR19573160,2022-05-26,Nevada State Public Health Laboratory,1229000,423735,1048X,21596,21922,72,73,35.0,35.4,74,74,236035,372,0,38.41,0.06,0.00,not_performed,None
SRR19573161,2022-04-29,Nevada State Public Health Laboratory,966314,625081,1546X,19845,20678,66,69,35.0,35.4,74,74,354966,4110,0,73.47,0.85,0.00,not_performed,None
SRR19573162,2022-05-25,Nevada State Public Health Laboratory,1580058,1022026,2529X,17575,18118,58,60,35.2,35.5,74,74,570095,2594,0,72.16,0.33,0.00,not_performed,None
SRR19573163,2022-05-24,Nevada State Public Health Laboratory,1408592,811904,2009X,19617,20507,65,68,35.1,35.5,74,74,452958,2421,0,64.31,0.34,0.00,not_performed,None
SRR19573164,2022-05-23,Nevada State Public Health Laboratory,1395622,925735,2290X,19297,19552,64,65,35.1,35.5,74,74,520173,983,0,74.54,0.14,0.00,not_performed,None
SRR19573165,2022-05-22,Nevada State Public Health Laboratory,1099296,294274,728X,19424,20506,64,68,34.9,35.3,74,74,165432,732,0,30.10,0.13,0.00,not_performed,None
SRR19573166,2022-05-21,Nevada State Public Health Laboratory,1397052,608484,1505X,20352,20600,68,68,34.9,35.4,74,74,342733,894,0,49.07,0.13,0.00,not_performed,None
SRR19573167,2022-05-20,Nevada State Public Health Laboratory,1592018,756961,1873X,17775,18580,59,62,35.1,35.5,74,74,421279,1767,0,52.92,0.22,0.00,not_performed,None
SRR19573168,2022-05-19,Nevada State Public Health Laboratory,1206474,621770,1538X,17768,18638,59,62,35.0,35.4,74,74,347273,2141,0,57.57,0.35,0.00,not_performed,None
SRR19573169,2022-05-18,Nevada State Public Health Laboratory,1170612,544426,1347X,19609,20352,65,68,35.1,35.5,74,74,302811,428,0,51.74,0.07,0.00,not_performed,None
SRR19573170,2022-05-17,Nevada State Public Health Laboratory,1463036,1115839,2761X,20126,20428,67,68,35.1,35.4,74,74,622391,2207,0,85.08,0.30,0.00,not_performed,None
SRR19573171,2022-05-16,Nevada State Public Health Laboratory,1001242,654808,1620X,21992,22565,73,75,35.0,35.4,74,74,377331,3596,0,75.37,0.72,0.00,not_performed,None
SRR19573172,2022-04-28,Nevada State Public Health Laboratory,1338262,878114,2173X,22459,22730,75,76,35.1,35.5,74,74,491374,1108,0,73.43,0.17,0.00,not_performed,None
SRR19573173,2022-05-15,Nevada State Public Health Laboratory,1582346,1108330,2742X,11101,12248,37,40,35.0,35.4,74,74,616796,1030,0,77.96,0.13,0.00,not_performed,None
SRR19573174,2022-05-14,Nevada State Public Health Laboratory,1501478,1206997,2986X,6613,7574,22,25,35.0,35.4,74,74,670723,2084,0,89.34,0.28,0.00,not_performed,None
SRR19573175,2022-05-13,Nevada State Public Health Laboratory,1723766,1370008,3390X,14454,14914,48,49,35.1,35.4,74,74,765337,3346,0,88.80,0.39,0.00,not_performed,None
SRR19573176,2022-05-12,Nevada State Public Health Laboratory,1565192,997847,2469X,11999,12910,40,43,35.1,35.5,74,74,558149,1080,0,71.32,0.14,0.00,not_performed,None
SRR19573177,2022-05-11,Nevada State Public Health Laboratory,1402504,853800,2112X,10731,12130,35,40,35.1,35.4,74,74,470308,1112,0,67.07,0.16,0.00,not_performed,None
SRR19573178,2022-05-10,Nevada State Public Health Laboratory,840050,521234,1289X,17823,19159,59,64,35.1,35.5,74,74,288576,636,1,68.70,0.15,0.00,not_performed,None
SRR19573179,2022-05-09,Nevada State Public Health Laboratory,1643356,923698,2285X,12335,12922,41,43,35.1,35.5,74,74,513611,342,0,62.51,0.04,0.00,not_performed,None
SRR19573180,2022-05-08,Nevada State Public Health Laboratory,1514684,1244173,3078X,21528,21742,71,72,35.0,35.5,74,74,695435,1790,0,91.83,0.24,0.00,not_performed,None
SRR19573181,2022-05-07,Nevada State Public Health Laboratory,1341682,1044737,2585X,21003,21466,70,71,35.0,35.4,74,74,583250,1583,0,86.94,0.24,0.00,not_performed,None
SRR19573182,2022-05-06,Nevada State Public Health Laboratory,1479356,1097125,2715X,18809,19365,62,64,35.0,35.4,74,74,621509,4154,0,84.02,0.56,0.00,not_performed,None
SRR19573183,2022-04-27,Nevada State Public Health Laboratory,1153934,686809,1699X,21203,22069,70,73,35.0,35.4,74,74,387679,3150,0,67.19,0.55,0.00,not_performed,None
SRR19573184,2022-04-26,Nevada State Public Health Laboratory,1389516,1088765,2694X,19392,19968,64,66,35.0,35.4,74,74,614027,3033,0,88.38,0.44,0.00,not_performed,None
SRR19594865,2022-05-18,FDA Center for Food Safety and Applied Nutrition,627888,112232,4590X,14,5803,0,19,19.0,19.0,1223,1223,114672,17103,0,18.26,2.72,0.00,not_performed,None
SRR19594884,2022-05-31,FDA Center for Food Safety and Applied Nutrition,3912674,3822511,19046X,67,67,0,0,38.0,38.1,149,149,1936638,211,27,98.99,0.01,0.00,not_performed,None
